Data,1168 - Saldo em juros flutuantes DI de depositos a prazo (CDBRDB) - Pessoas fisicas - u.m.c. (mil)
01/12/2017,187097575.34
04/12/2017,185667712.4
05/12/2017,186706248.01
06/12/2017,189380184.61
07/12/2017,190174599.83
08/12/2017,189251448.06
11/12/2017,185146122.75
12/12/2017,184986395.5
13/12/2017,184935239.32
14/12/2017,185502796.96
15/12/2017,187914892.72
18/12/2017,186039252.9
19/12/2017,185922507.11
20/12/2017,189927245.64
21/12/2017,189622704.06
22/12/2017,189767598.4
26/12/2017,186570285.94
27/12/2017,186478675.78
28/12/2017,189508405.69
29/12/2017,189269553.06
02/01/2018,189321513.3
03/01/2018,189640056.81
04/01/2018,190763568.48
05/01/2018,193812588.78
08/01/2018,191818365.53
09/01/2018,190747488.79
10/01/2018,188817610.24
11/01/2018,188364010.3
12/01/2018,187921959.97
15/01/2018,187054930.16
16/01/2018,186762250.08
17/01/2018,185830139.18
18/01/2018,185636377.62
19/01/2018,186100929.87
22/01/2018,183906483.58
23/01/2018,183612049.38
24/01/2018,183706232.94
25/01/2018,183290809.87
26/01/2018,226557574.48
29/01/2018,182273482.6
30/01/2018,183852222.2
31/01/2018,186405161.62
01/02/2018,187874528.12
02/02/2018,188149915.13
05/02/2018,186968809.39
06/02/2018,189280773.37
07/02/2018,189807498.64
08/02/2018,188467275.5
09/02/2018,188759977.53
14/02/2018,184255672.85
15/02/2018,185078786.53
16/02/2018,184894258.98
19/02/2018,183103894.13
20/02/2018,183531539.41
21/02/2018,183168604.93
22/02/2018,183249086.09
23/02/2018,184287615.94
26/02/2018,183002005.45
27/02/2018,184083043.63
28/02/2018,188240121.11
01/03/2018,190516070.5
02/03/2018,190748953.89
05/03/2018,189479516.45
06/03/2018,191897399.46
07/03/2018,194277155.49
08/03/2018,193933781.66
09/03/2018,193091435.32
12/03/2018,189589974.85
13/03/2018,189460525.14
14/03/2018,189206504.53
15/03/2018,189865206.0
16/03/2018,189415741.68
19/03/2018,187510282.89
20/03/2018,187214162.66
21/03/2018,187036007.87
22/03/2018,186894147.02
23/03/2018,187338211.43
26/03/2018,185899119.81
27/03/2018,186172428.91
28/03/2018,187706784.16
29/03/2018,192803130.39
02/04/2018,192301623.05
03/04/2018,192654138.92
04/04/2018,193211907.85
05/04/2018,194346907.82
06/04/2018,196981747.23
09/04/2018,193602243.43
10/04/2018,191744282.35
11/04/2018,191651584.98
12/04/2018,191412772.18
13/04/2018,193351886.69
16/04/2018,191187250.38
17/04/2018,190359002.54
18/04/2018,190235753.04
19/04/2018,190016368.69
20/04/2018,189979931.08
23/04/2018,188746366.22
24/04/2018,189123115.63
25/04/2018,189028298.12
26/04/2018,189110642.83
27/04/2018,191077299.25
30/04/2018,192752502.87
02/05/2018,193407327.39
03/05/2018,194224455.12
04/05/2018,196032087.42
07/05/2018,195853926.7
08/05/2018,195781678.68
09/05/2018,194960612.84
10/05/2018,193371206.28
11/05/2018,192929828.89
14/05/2018,191166151.25
15/05/2018,192255057.92
16/05/2018,192475786.28
17/05/2018,192312646.09
18/05/2018,192674935.23
21/05/2018,191115196.55
22/05/2018,190986551.4
23/05/2018,190202100.89
24/05/2018,190406002.72
25/05/2018,190591316.1
28/05/2018,189818834.35
29/05/2018,190848570.86
30/05/2018,195302543.88
01/06/2018,196056273.78
04/06/2018,195117491.96
05/06/2018,195994058.19
06/06/2018,198745096.81
07/06/2018,199508476.94
08/06/2018,198607952.54
11/06/2018,194411157.92
12/06/2018,194326640.47
13/06/2018,194133475.26
14/06/2018,194586592.64
15/06/2018,195549571.7
18/06/2018,193660905.14
19/06/2018,193620182.48
20/06/2018,193603086.73
21/06/2018,193589786.59
22/06/2018,193647786.22
25/06/2018,192578100.96
26/06/2018,192713365.08
27/06/2018,193268652.56
28/06/2018,194202776.54
29/06/2018,198535372.17
02/07/2018,199276261.17
03/07/2018,199527065.85
04/07/2018,200054733.05
05/07/2018,201507683.63
06/07/2018,204854173.85
09/07/2018,201523184.22
10/07/2018,199389975.16
11/07/2018,199299849.74
12/07/2018,199121881.77
13/07/2018,201147733.71
16/07/2018,198898404.31
17/07/2018,198041463.07
18/07/2018,197751983.01
19/07/2018,197760562.89
20/07/2018,197522589.59
23/07/2018,196406237.08
24/07/2018,196483505.8
25/07/2018,196564829.31
26/07/2018,196461835.19
27/07/2018,197082635.96
30/07/2018,197430497.15
31/07/2018,200233693.93
01/08/2018,202020532.88
02/08/2018,202420395.38
03/08/2018,203934196.75
06/08/2018,203797188.98
07/08/2018,204586623.43
08/08/2018,203693773.22
09/08/2018,202952970.85
10/08/2018,201118453.16
13/08/2018,199698951.83
14/08/2018,200346025.22
15/08/2018,202041692.78
16/08/2018,201701834.09
17/08/2018,200959010.92
20/08/2018,199425156.57
21/08/2018,199321798.5
22/08/2018,199281067.19
23/08/2018,199216097.71
24/08/2018,199570968.63
27/08/2018,198176300.08
28/08/2018,198199510.38
29/08/2018,198701919.6
30/08/2018,201487913.13
31/08/2018,205318291.85
03/09/2018,205290967.06
04/09/2018,206284908.02
05/09/2018,207653575.59
06/09/2018,211382877.83
10/09/2018,206353074.58
11/09/2018,206223453.72
12/09/2018,205957043.07
13/09/2018,206430420.82
14/09/2018,207795636.37
17/09/2018,205105001.18
18/09/2018,204829726.28
19/09/2018,204818721.18
20/09/2018,205240740.76
21/09/2018,205007585.26
24/09/2018,204067979.77
25/09/2018,203992479.11
26/09/2018,204123795.29
27/09/2018,205286255.8
28/09/2018,209275218.97
01/10/2018,209307214.8
02/10/2018,209665829.04
03/10/2018,210057508.54
04/10/2018,211192961.19
05/10/2018,215135766.47
08/10/2018,211218579.19
09/10/2018,210307453.18
10/10/2018,208364101.98
11/10/2018,209213870.05
15/10/2018,208472392.14
16/10/2018,208498907.32
17/10/2018,207471319.33
18/10/2018,207127355.42
19/10/2018,207824064.37
22/10/2018,205940562.76
23/10/2018,205842807.33
24/10/2018,205929459.83
25/10/2018,205840680.08
26/10/2018,206125481.03
29/10/2018,205246566.67
30/10/2018,206869034.9
31/10/2018,209619776.63
01/11/2018,210919479.57
05/11/2018,208981827.58
06/11/2018,209742084.69
07/11/2018,212835169.3
08/11/2018,212978794.28
09/11/2018,212175576.69
12/11/2018,207734562.51
13/11/2018,207693340.92
14/11/2018,209831666.57
16/11/2018,207914370.2
19/11/2018,206809210.43
20/11/2018,206235266.07
21/11/2018,206176353.31
22/11/2018,206115940.14
23/11/2018,206428331.2
26/11/2018,204919072.4
27/11/2018,205145440.44
28/11/2018,205243039.92
29/11/2018,206493990.87
30/11/2018,213219305.95
03/12/2018,212813651.76
04/12/2018,213574100.52
05/12/2018,214572660.91
06/12/2018,217949907.47
07/12/2018,219560297.82
10/12/2018,213952177.49
11/12/2018,213560563.76
12/12/2018,213256443.01
13/12/2018,213422304.58
14/12/2018,216243573.67
17/12/2018,212557855.44
18/12/2018,213024206.92
19/12/2018,213235248.61
20/12/2018,218808334.12
21/12/2018,218697308.61
24/12/2018,215908395.43
26/12/2018,214077127.79
27/12/2018,214551401.04
28/12/2018,217673200.2
31/12/2018,216064493.14
02/01/2019,217335298.48
03/01/2019,217752608.28
04/01/2019,220000645.47
07/01/2019,219406705.22
08/01/2019,219597990.84
09/01/2019,218389580.68
10/01/2019,216080634.67
11/01/2019,215331275.37
14/01/2019,213614654.78
15/01/2019,214450220.75
16/01/2019,213869173.94
17/01/2019,213113292.86
18/01/2019,212907268.15
21/01/2019,210764460.26
22/01/2019,210405107.6
23/01/2019,210189022.68
24/01/2019,211049595.62
25/01/2019,210530098.1
28/01/2019,209215063.25
29/01/2019,209377328.57
30/01/2019,210864228.29
31/01/2019,213979398.5
01/02/2019,215749643.91
04/02/2019,214327063.02
05/02/2019,214523983.79
06/02/2019,217644935.46
07/02/2019,217867473.87
08/02/2019,216695940.55
11/02/2019,211558068.2
12/02/2019,210965150.73
13/02/2019,210934765.09
14/02/2019,211474730.07
15/02/2019,211851732.56
18/02/2019,209172004.61
19/02/2019,209247812.85
20/02/2019,209099761.9
21/02/2019,208883728.56
22/02/2019,208925415.34
25/02/2019,207736138.05
26/02/2019,207949022.13
27/02/2019,208807423.06
28/02/2019,213971077.08
01/03/2019,218482258.15
06/03/2019,215458565.85
07/03/2019,218229567.24
08/03/2019,219018779.44
11/03/2019,214978728.22
12/03/2019,215292705.12
13/03/2019,214953182.09
14/03/2019,214806699.78
15/03/2019,215913226.95
18/03/2019,213137006.14
19/03/2019,212931156.07
20/03/2019,212833867.67
21/03/2019,212464006.58
22/03/2019,212190558.21
25/03/2019,210782977.88
26/03/2019,210588558.24
27/03/2019,211394652.49
28/03/2019,212581027.05
29/03/2019,218145727.24
01/04/2019,218100637.79
02/04/2019,218481850.09
03/04/2019,218695794.76
04/04/2019,219927375.01
05/04/2019,223723995.22
08/04/2019,219107696.77
09/04/2019,218275010.34
10/04/2019,215922190.97
11/04/2019,215389963.09
12/04/2019,215414304.47
15/04/2019,214622564.86
16/04/2019,214343355.06
17/04/2019,213613257.93
18/04/2019,214116200.1
22/04/2019,211603606.52
23/04/2019,211466355.27
24/04/2019,211703399.21
25/04/2019,211736477.37
26/04/2019,211574593.46
29/04/2019,211190366.36
30/04/2019,215655665.39
02/05/2019,216399154.28
03/05/2019,217902077.71
06/05/2019,215957616.8
07/05/2019,219299793.19
08/05/2019,219378161.62
09/05/2019,218349498.94
10/05/2019,216715709.7
13/05/2019,214696846.69
14/05/2019,214698063.91
15/05/2019,217126869.91
16/05/2019,216335205.62
17/05/2019,214861902.71
20/05/2019,213277492.55
21/05/2019,213013471.79
22/05/2019,212618061.29
23/05/2019,212424903.64
24/05/2019,213015095.38
27/05/2019,211407030.69
28/05/2019,211294313.56
29/05/2019,211706565.61
30/05/2019,213895654.56
31/05/2019,217026838.44
03/06/2019,217004382.89
04/06/2019,217760291.44
05/06/2019,218581872.93
06/06/2019,221993036.75
07/06/2019,222202484.11
10/06/2019,216883293.9
11/06/2019,216495630.73
12/06/2019,216181422.07
13/06/2019,216064474.65
14/06/2019,217573289.88
17/06/2019,214479438.26
18/06/2019,214108746.99
19/06/2019,215556597.11
21/06/2019,213867134.66
24/06/2019,212816529.78
25/06/2019,212939420.57
26/06/2019,212956491.06
27/06/2019,214337626.74
28/06/2019,219101626.42
01/07/2019,219655700.76
02/07/2019,220152741.58
03/07/2019,220858835.63
04/07/2019,222164942.01
05/07/2019,225946668.76
08/07/2019,221513595.92
09/07/2019,220486667.49
10/07/2019,217067441.8
11/07/2019,217980536.4
12/07/2019,218019716.71
15/07/2019,217596143.12
16/07/2019,217303543.02
17/07/2019,216084290.09
18/07/2019,215580592.86
19/07/2019,216072679.36
22/07/2019,213163819.59
23/07/2019,212819915.93
24/07/2019,212648618.58
25/07/2019,212466403.9
26/07/2019,212281463.08
29/07/2019,211611638.72
30/07/2019,213543918.08
31/07/2019,216506341.16
01/08/2019,218198993.27
02/08/2019,218669622.54
05/08/2019,217514046.84
06/08/2019,220735062.16
07/08/2019,220864214.46
08/08/2019,219641260.83
09/08/2019,218924279.67
12/08/2019,214517211.91
13/08/2019,214507155.72
14/08/2019,214879453.5
15/08/2019,215683907.32
16/08/2019,215119844.02
19/08/2019,212757190.0
20/08/2019,212883392.97
21/08/2019,212646892.32
22/08/2019,212396047.82
23/08/2019,213688267.96
26/08/2019,212014129.01
27/08/2019,212151924.94
28/08/2019,212338924.94
29/08/2019,213568848.98
30/08/2019,218132341.54
02/09/2019,218647300.02
03/09/2019,219749775.51
04/09/2019,220947688.58
05/09/2019,222708442.12
06/09/2019,227229173.55
09/09/2019,222849432.72
10/09/2019,220463107.74
11/09/2019,220557918.65
12/09/2019,220229727.17
13/09/2019,222165179.28
16/09/2019,219659215.12
17/09/2019,219035605.37
18/09/2019,218547350.07
19/09/2019,218424559.63
20/09/2019,218191346.7
23/09/2019,216573044.39
24/09/2019,216741878.84
25/09/2019,216525301.54
26/09/2019,216727913.27
27/09/2019,218206618.87
30/09/2019,220852662.97
01/10/2019,222875349.06
02/10/2019,223066129.51
03/10/2019,223722645.28
04/10/2019,229290280.94
07/10/2019,225343014.79
08/10/2019,224187384.56
09/10/2019,222804689.07
10/10/2019,220510472.02
11/10/2019,221424633.44
14/10/2019,219704375.29
15/10/2019,221324937.69
16/10/2019,220530333.71
17/10/2019,219817407.72
18/10/2019,220134222.26
21/10/2019,217709228.08
22/10/2019,217556519.69
23/10/2019,217868357.3
24/10/2019,217680329.68
25/10/2019,217755302.17
28/10/2019,217012155.0
29/10/2019,217068978.44
30/10/2019,218764968.56
31/10/2019,221866600.12
01/11/2019,225833766.47
04/11/2019,224194808.21
05/11/2019,225102254.88
06/11/2019,225998507.55
07/11/2019,229523769.37
08/11/2019,227708763.46
11/11/2019,222357925.23
12/11/2019,222106156.39
13/11/2019,222438368.44
14/11/2019,225233421.42
18/11/2019,221351221.99
19/11/2019,221854518.96
20/11/2019,221146611.88
21/11/2019,220829796.88
22/11/2019,220977821.64
25/11/2019,219592170.1
26/11/2019,219898505.37
27/11/2019,220359139.48
28/11/2019,221764533.68
29/11/2019,229583849.42
02/12/2019,229356612.61
03/12/2019,230142571.5
04/12/2019,230805043.49
05/12/2019,232827260.7
06/12/2019,237557678.98
09/12/2019,232665056.49
10/12/2019,230194749.59
11/12/2019,229461714.28
12/12/2019,229710301.85
13/12/2019,233168793.58
16/12/2019,229784224.07
17/12/2019,228705588.76
18/12/2019,228957692.16
19/12/2019,230058991.21
20/12/2019,236130107.55
23/12/2019,233314311.56
24/12/2019,232952766.49
26/12/2019,230380687.73
27/12/2019,232083420.51
30/12/2019,233132893.77
31/12/2019,233591169.38
02/01/2020,235679772.03
03/01/2020,236888145.12
06/01/2020,234415575.05
07/01/2020,239246569.24
08/01/2020,239341469.36
09/01/2020,237523891.74
10/01/2020,234877577.55
13/01/2020,232169403.59
14/01/2020,232166536.02
15/01/2020,232631552.75
16/01/2020,231966029.88
17/01/2020,231133468.54
20/01/2020,229125806.32
21/01/2020,228992185.03
22/01/2020,228502910.42
23/01/2020,228559860.55
24/01/2020,228870190.6
27/01/2020,226521533.23
28/01/2020,226256869.0
29/01/2020,226710834.62
30/01/2020,229219186.4
31/01/2020,234085827.26
03/02/2020,234011335.68
04/02/2020,234641521.89
05/02/2020,235384721.28
06/02/2020,238871369.42
07/02/2020,241758048.41
10/02/2020,235380905.91
11/02/2020,235702872.91
12/02/2020,235251677.02
13/02/2020,235582753.77
14/02/2020,238085236.77
17/02/2020,233931016.98
18/02/2020,233524194.44
19/02/2020,234489824.93
20/02/2020,234970010.02
21/02/2020,236752804.86
26/02/2020,233563417.78
27/02/2020,234835945.71
28/02/2020,242254031.4
02/03/2020,242855872.48
03/03/2020,244157638.1
04/03/2020,245479119.31
05/03/2020,247546279.41
06/03/2020,253520491.58
09/03/2020,249053963.91
10/03/2020,246803622.32
11/03/2020,246943876.33
12/03/2020,247201662.37
13/03/2020,250757496.11
16/03/2020,248473036.04
17/03/2020,249071316.37
18/03/2020,250060277.59
19/03/2020,251217627.54
20/03/2020,252988442.48
23/03/2020,253833493.59
24/03/2020,255888015.89
25/03/2020,257975246.44
26/03/2020,260604591.57
27/03/2020,263983006.99
30/03/2020,267264751.24
31/03/2020,275207065.64
01/04/2020,278853984.12
02/04/2020,281104727.66
03/04/2020,284727902.02
06/04/2020,286684383.24
07/04/2020,288789680.62
08/04/2020,289308716.08
09/04/2020,291205498.07
13/04/2020,287406200.59
14/04/2020,289130770.35
15/04/2020,292058090.73
16/04/2020,292717678.69
17/04/2020,293340880.03
20/04/2020,292600201.56
22/04/2020,293002113.41
23/04/2020,293805665.81
24/04/2020,296126338.42
27/04/2020,295490809.09
28/04/2020,296516795.52
29/04/2020,298852804.19
30/04/2020,306749823.57
04/05/2020,307881906.93
05/05/2020,310237202.75
06/05/2020,312108246.5
07/05/2020,317227292.23
08/05/2020,318995048.11
11/05/2020,314017227.38
12/05/2020,314749174.05
13/05/2020,314972451.2
14/05/2020,315375185.95
15/05/2020,317038405.55
18/05/2020,314857719.91
19/05/2020,315221533.69
20/05/2020,315547899.43
21/05/2020,315964192.14
22/05/2020,316696095.96
25/05/2020,316368877.99
26/05/2020,317102636.12
27/05/2020,318420259.76
28/05/2020,320015484.59
29/05/2020,327170054.51
01/06/2020,328764563.46
02/06/2020,330269857.17
03/06/2020,331587888.03
04/06/2020,334053479.87
05/06/2020,339922610.82
08/06/2020,334826652.28
09/06/2020,334120356.66
10/06/2020,332237338.44
12/06/2020,331602534.0
15/06/2020,331033724.69
16/06/2020,330738761.49
17/06/2020,330367186.7
18/06/2020,330370362.05
19/06/2020,331675386.45
22/06/2020,329352968.0
23/06/2020,329683001.57
24/06/2020,329650717.61
25/06/2020,330195184.75
26/06/2020,330800471.65
29/06/2020,330653405.78
30/06/2020,337258565.58
01/07/2020,341649975.84
02/07/2020,342693885.61
03/07/2020,345219192.18
06/07/2020,346272672.33
07/07/2020,347620947.04
08/07/2020,346656881.43
09/07/2020,345400460.34
10/07/2020,343729592.79
13/07/2020,341343376.18
14/07/2020,341904054.72
15/07/2020,342651318.39
16/07/2020,342496463.16
17/07/2020,342337543.9
20/07/2020,340396151.77
21/07/2020,340395754.52
22/07/2020,340304192.71
23/07/2020,339938129.4
24/07/2020,341040980.94
27/07/2020,339465154.98
28/07/2020,340180256.99
29/07/2020,340879864.91
30/07/2020,343566544.88
31/07/2020,348571271.07
03/08/2020,349033102.85
04/08/2020,350280806.6
05/08/2020,351618178.89
06/08/2020,355616203.5
07/08/2020,357228713.07
10/08/2020,350941083.31
11/08/2020,350958960.43
12/08/2020,350838077.73
13/08/2020,351004659.23
14/08/2020,353852833.53
17/08/2020,350469123.01
18/08/2020,350771570.49
19/08/2020,350920722.13
20/08/2020,350917774.13
21/08/2020,351312149.93
24/08/2020,350058062.32
25/08/2020,350314754.06
26/08/2020,351021866.93
27/08/2020,352323005.47
28/08/2020,354905000.12
31/08/2020,357559429.32
01/09/2020,360929017.05
02/09/2020,361441252.39
03/09/2020,363206818.23
04/09/2020,370132628.35
08/09/2020,364759199.86
09/09/2020,364272894.41
10/09/2020,362142149.3
11/09/2020,362995402.26
14/09/2020,361390893.92
15/09/2020,362367008.23
16/09/2020,362263527.04
17/09/2020,362136497.75
18/09/2020,363197109.99
21/09/2020,361074501.18
22/09/2020,361741225.29
23/09/2020,362064066.35
24/09/2020,363032074.59
25/09/2020,364217830.56
28/09/2020,363280475.8
29/09/2020,365424104.78
30/09/2020,373088612.06
01/10/2020,376822449.48
02/10/2020,378956814.18
05/10/2020,379021519.28
06/10/2020,384261074.18
07/10/2020,385854162.78
08/10/2020,385121258.96
09/10/2020,386286942.69
13/10/2020,380365868.03
14/10/2020,380885272.13
15/10/2020,381892200.68
16/10/2020,381856985.09
19/10/2020,378500461.86
20/10/2020,378324124.6
21/10/2020,378409779.52
22/10/2020,378798772.33
23/10/2020,379743365.74
26/10/2020,378636760.15
27/10/2020,379434340.26
28/10/2020,380352514.92
29/10/2020,382113239.19
30/10/2020,388078846.75
03/11/2020,388743522.19
04/11/2020,390132137.1
05/11/2020,392086253.39
06/11/2020,397559429.75
09/11/2020,393981876.06
10/11/2020,391658816.29
11/11/2020,392051118.06
12/11/2020,392896021.97
13/11/2020,395761321.43
16/11/2020,392467117.55
17/11/2020,392302800.13
18/11/2020,392460578.09
19/11/2020,393384888.17
20/11/2020,392619404.43
23/11/2020,390855928.66
24/11/2020,391124738.56
25/11/2020,392154820.82
26/11/2020,394114277.58
27/11/2020,396923812.35
30/11/2020,404278718.81
01/12/2020,408247397.85
02/12/2020,408863519.75
03/12/2020,410241540.05
04/12/2020,417776427.6
07/12/2020,412921638.12
08/12/2020,411347343.57
09/12/2020,409946803.95
10/12/2020,407600751.67
11/12/2020,407469118.97
14/12/2020,404815868.11
15/12/2020,407067483.32
16/12/2020,407425996.44
17/12/2020,407708889.54
18/12/2020,417136162.0
21/12/2020,412486590.51
22/12/2020,412749731.6
23/12/2020,414482578.36
24/12/2020,414439836.55
28/12/2020,410485579.86
29/12/2020,411982027.86
30/12/2020,417345923.39
31/12/2020,416888982.07
04/01/2021,417026643.71
05/01/2021,418481848.26
06/01/2021,419128075.26
07/01/2021,423941335.99
08/01/2021,424313601.47
11/01/2021,416176992.06
12/01/2021,415742662.9
13/01/2021,415321432.78
14/01/2021,414519787.22
15/01/2021,414797766.25
18/01/2021,410963113.44
19/01/2021,411057601.95
20/01/2021,410553746.04
21/01/2021,410331751.65
22/01/2021,410813117.07
25/01/2021,408697735.86
26/01/2021,408503434.31
27/01/2021,408976023.36
28/01/2021,410069650.06
29/01/2021,417401241.63
01/02/2021,417402178.27
02/02/2021,418281544.83
03/02/2021,418582243.42
04/02/2021,419532410.65
05/02/2021,425349887.91
08/02/2021,418808885.16
09/02/2021,417943953.16
10/02/2021,415042817.44
11/02/2021,414483557.65
12/02/2021,418752599.45
17/02/2021,412338104.87
18/02/2021,412372923.2
19/02/2021,414103959.14
22/02/2021,410231292.8
23/02/2021,409939729.91
24/02/2021,409633535.56
25/02/2021,411250291.28
26/02/2021,420717286.37
01/03/2021,421408385.35
02/03/2021,422131133.87
03/03/2021,422455507.69
04/03/2021,424476532.54
05/03/2021,431265037.5
08/03/2021,425881479.37
09/03/2021,424977891.02
10/03/2021,422160204.37
11/03/2021,422112566.56
12/03/2021,424019507.32
15/03/2021,423833688.35
16/03/2021,423419674.66
17/03/2021,422369451.97
18/03/2021,422196915.48
19/03/2021,423987707.96
22/03/2021,420632189.67
23/03/2021,421573354.28
24/03/2021,421484219.0
25/03/2021,422294385.36
26/03/2021,422985573.0
29/03/2021,422286814.44
30/03/2021,425922080.45
31/03/2021,432181907.99
01/04/2021,436644765.18
05/04/2021,434015779.06
06/04/2021,434801177.85
07/04/2021,439818413.87
08/04/2021,440124229.25
09/04/2021,439255264.89
12/04/2021,432900191.16
13/04/2021,432777414.2
14/04/2021,433361582.06
15/04/2021,434540938.97
16/04/2021,434113169.76
19/04/2021,431227657.04
20/04/2021,431982098.32
22/04/2021,430945352.48
23/04/2021,430998045.91
26/04/2021,429192061.33
27/04/2021,429083136.45
28/04/2021,429217655.02
29/04/2021,430340092.02
30/04/2021,439726825.44
03/05/2021,439635133.56
04/05/2021,440604601.49
05/05/2021,441682340.65
06/05/2021,442732574.03
07/05/2021,448507128.17
10/05/2021,439690036.59
11/05/2021,438996724.72
12/05/2021,438725361.76
13/05/2021,438571578.03
14/05/2021,440742435.56
17/05/2021,435902511.86
18/05/2021,436076214.8
19/05/2021,435847328.68
20/05/2021,435963730.03
21/05/2021,435920321.71
24/05/2021,433541381.05
25/05/2021,433954493.59
26/05/2021,434257345.35
27/05/2021,435061333.72
28/05/2021,438977606.34
31/05/2021,440919974.84
01/06/2021,444977672.37
02/06/2021,447263650.62
04/06/2021,450825514.22
07/06/2021,451091037.9
08/06/2021,452072670.59
09/06/2021,450716792.2
10/06/2021,447801197.41
11/06/2021,447479119.29
14/06/2021,444675518.31
15/06/2021,445092843.78
16/06/2021,444477274.48
17/06/2021,443358127.6
18/06/2021,444624957.52
21/06/2021,441178412.51
22/06/2021,441248861.1
23/06/2021,441125937.61
24/06/2021,441131251.4
25/06/2021,441743027.05
28/06/2021,439863966.74
29/06/2021,441405812.84
30/06/2021,450440731.12
01/07/2021,455985583.86
02/07/2021,457742637.51
05/07/2021,456061009.68
06/07/2021,460980969.47
07/07/2021,462684317.86
08/07/2021,461453223.51
09/07/2021,460354266.13
12/07/2021,453009742.49
13/07/2021,452586677.64
14/07/2021,452912751.62
15/07/2021,453579813.34
16/07/2021,453310730.77
19/07/2021,450026167.16
20/07/2021,450281405.43
21/07/2021,449928629.87
22/07/2021,449695797.27
23/07/2021,451855454.11
26/07/2021,448638238.87
27/07/2021,449025341.95
28/07/2021,449924285.99
29/07/2021,451149469.44
30/07/2021,459884157.03
02/08/2021,459802528.6
03/08/2021,460404235.16
04/08/2021,461897507.01
05/08/2021,463749764.17
06/08/2021,469976984.67
09/08/2021,463179298.15
10/08/2021,460544586.59
11/08/2021,460167263.43
12/08/2021,459930765.15
13/08/2021,461635924.65
16/08/2021,456918407.57
17/08/2021,455987799.28
18/08/2021,455208970.26
19/08/2021,454959896.36
20/08/2021,454958991.1
23/08/2021,452865472.68
24/08/2021,452810653.97
25/08/2021,453437167.49
26/08/2021,454387236.37
27/08/2021,455333109.06
30/08/2021,456001281.68
31/08/2021,463081952.25
01/09/2021,465982497.42
02/09/2021,466552966.82
03/09/2021,473057807.58
06/09/2021,472555619.57
08/09/2021,470363246.13
09/09/2021,469002211.85
10/09/2021,464973123.35
13/09/2021,460967238.47
14/09/2021,461019679.08
15/09/2021,461307038.06
16/09/2021,460731881.29
17/09/2021,460046199.91
20/09/2021,457139680.43
21/09/2021,456296750.04
22/09/2021,455933698.24
23/09/2021,456017529.67
24/09/2021,457444595.64
27/09/2021,454191204.42
28/09/2021,454455683.6
29/09/2021,455460084.2
30/09/2021,463745668.84
01/10/2021,467758772.57
04/10/2021,464597316.89
05/10/2021,467004534.76
06/10/2021,472136841.37
07/10/2021,473333438.67
08/10/2021,472400062.62
11/10/2021,464216133.68
13/10/2021,461957208.42
14/10/2021,461724114.65
15/10/2021,462967218.72
18/10/2021,458928804.22
19/10/2021,459071962.13
20/10/2021,458452847.12
21/10/2021,457383823.04
22/10/2021,456763929.6
25/10/2021,453884225.42
26/10/2021,453475309.26
27/10/2021,454186776.27
28/10/2021,456652529.3
29/10/2021,463141998.56
01/11/2021,463292480.13
03/11/2021,461987398.6
04/11/2021,463438438.46
05/11/2021,470622996.09
08/11/2021,465521968.65
09/11/2021,463973077.28
10/11/2021,459738952.28
11/11/2021,458232257.64
12/11/2021,461081610.52
16/11/2021,454851879.67
17/11/2021,453833053.17
18/11/2021,453440285.3
19/11/2021,455447530.35
22/11/2021,450828713.42
23/11/2021,450471181.74
24/11/2021,450469448.79
25/11/2021,450636123.36
26/11/2021,452214126.52
29/11/2021,452196453.02
30/11/2021,464606492.89
01/12/2021,468116810.75
02/12/2021,468361883.61
03/12/2021,471759277.91
06/12/2021,472139484.32
07/12/2021,473736400.97
08/12/2021,471105238.1
09/12/2021,469937551.8
10/12/2021,467170009.22
13/12/2021,462843146.84
14/12/2021,462961920.75
15/12/2021,466071188.16
16/12/2021,466347320.66
17/12/2021,469071833.22
20/12/2021,476562809.97
21/12/2021,475809346.64
22/12/2021,475361181.3
23/12/2021,478205858.75
24/12/2021,477927924.1
27/12/2021,473715853.24
28/12/2021,474447915.29
29/12/2021,476328588.08
30/12/2021,482429150.21
31/12/2021,481491923.1
03/01/2022,483153237.16
04/01/2022,483776317.15
05/01/2022,484712861.13
06/01/2022,486704062.75
07/01/2022,492155889.6
10/01/2022,481122696.18
11/01/2022,479768076.7
12/01/2022,478254967.97
13/01/2022,477719873.18
14/01/2022,480353050.81
17/01/2022,474074638.21
18/01/2022,473618219.12
19/01/2022,473285448.73
20/01/2022,472566779.86
21/01/2022,472253900.3
24/01/2022,469724034.07
25/01/2022,469917674.28
26/01/2022,469598745.33
27/01/2022,469916609.19
28/01/2022,474315633.58
31/01/2022,477278079.64
01/02/2022,479915688.55
02/02/2022,480795560.84
03/02/2022,482452732.48
04/02/2022,491255012.7
07/02/2022,485561828.98
08/02/2022,483467637.73
09/02/2022,481534783.81
10/02/2022,476952994.59
11/02/2022,476940322.49
14/02/2022,473167793.24
15/02/2022,474262014.05
16/02/2022,474015620.61
17/02/2022,473243211.11
18/02/2022,474029556.99
21/02/2022,469657411.55
22/02/2022,469744594.5
23/02/2022,469204108.76
24/02/2022,469880192.55
25/02/2022,484461817.95
02/03/2022,480240056.69
03/03/2022,482911854.89
04/03/2022,492047216.04
07/03/2022,487755587.37
08/03/2022,488022800.51
09/03/2022,486990478.79
10/03/2022,482792301.36
